R=1," Q=[0.1, 0.01, 0, 0.01, 0.01, 0, 0, 0, 0.1]"," MassCenterhAndb=[0.5195, 0.4964]",Description = try P 5 no delay no predictor no D
Time,Calculation Time,Measured Velocity,Phi,Delta,Phi Dot,Control Input,a_x,ay,az,x,y,psi,nu,phi_ref,delta_ref,delta_ctrl_ref,x1_ref,x2_ref,x1,x2,delta_k
0.00529,0.00469,0.00000,-0.07251,0.03275,0.00452,0.00000,0.21338,0.09528,0.97649,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.25016,0.05178,0.00000
0.01529,0.00360,0.00000,-0.06847,0.03275,0.00544,0.00000,0.21454,0.09345,0.97807,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.23447,0.04846,0.00000
0.02567,0.00380,0.00000,-0.06458,0.03275,0.00879,0.00000,0.21399,0.09388,0.97795,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.22149,0.04579,0.00000
0.03628,0.00422,0.00000,-0.06089,0.03275,0.00803,0.00000,0.21417,0.09370,0.97838,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.20578,0.04242,0.00000
0.04650,0.00425,0.00000,-0.05733,0.03275,0.01368,0.00000,0.21405,0.09400,0.97984,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.19618,0.04054,0.00000
0.05963,0.00720,0.00000,-0.05404,0.03275,0.01322,0.00000,0.21515,0.09156,0.98057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.18235,0.03757,0.00000
0.06722,0.00383,0.00000,-0.05082,0.03275,0.01383,0.00000,0.21448,0.09504,0.98100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.16973,0.03490,0.00000
0.07765,0.00407,0.00000,-0.04788,0.03275,0.01215,0.00000,0.21563,0.09187,0.98051,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.15625,0.03197,0.00000
0.08788,0.00412,0.00000,-0.04518,0.03275,0.01047,0.00000,0.21429,0.09022,0.97838,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.14378,0.02926,0.00000
0.09777,0.00372,0.00000,-0.04265,0.03275,0.01200,0.00000,0.21350,0.08924,0.97789,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.13479,0.02739,0.00000
0.10833,0.00411,0.00000,-0.04018,0.03275,0.00956,0.00000,0.21313,0.09095,0.97612,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.12255,0.02470,0.00000
0.11880,0.00388,0.00000,-0.03819,0.03275,0.00788,0.00000,0.21112,0.08394,0.97563,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.11297,0.02261,0.00000
0.12917,0.00407,0.00000,-0.03608,0.03275,0.00650,0.00000,0.21222,0.08869,0.97710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10316,0.02047,0.00000
